Date,Open,High,Low,Close,Adj Close,Volume
2020-05-19,294.000000,294.000000,291.500000,291.500000,285.036377,51250214
2020-05-20,293.000000,294.000000,291.000000,294.000000,287.480957,32677994
2020-05-21,296.000000,298.000000,295.000000,297.500000,290.903320,30997468
2020-05-22,294.500000,295.000000,291.000000,292.000000,285.525330,40192923
2020-05-25,290.500000,293.000000,288.500000,292.000000,285.525330,26803223
2020-05-26,295.000000,297.500000,293.500000,295.500000,288.947723,33856481
2020-05-27,297.000000,298.000000,295.500000,296.500000,289.925507,23375959
2020-05-28,298.500000,298.500000,293.000000,294.000000,287.480957,28444568
2020-05-29,292.000000,292.500000,290.000000,292.000000,285.525330,79774181
2020-06-01,294.000000,296.500000,293.500000,295.500000,288.947723,35811214
2020-06-02,296.000000,297.500000,296.000000,296.500000,289.925507,24771587
2020-06-03,300.000000,301.000000,298.000000,301.000000,294.325745,65176337
2020-06-04,305.000000,306.000000,304.000000,306.000000,299.214905,46572451
2020-06-05,308.500000,312.000000,308.000000,311.500000,304.592926,42981262
2020-06-08,316.000000,319.000000,315.000000,318.000000,310.948792,50302921
2020-06-09,316.500000,319.000000,314.000000,319.000000,311.926605,36417082
2020-06-10,319.000000,324.000000,318.000000,322.500000,315.349030,39984259
2020-06-11,325.500000,327.000000,318.500000,320.500000,313.393372,50104255
2020-06-12,313.000000,317.500000,312.500000,316.000000,308.993134,45992918
2020-06-15,316.000000,317.500000,308.500000,309.500000,302.637268,51032404
2020-06-16,317.000000,317.000000,314.000000,315.000000,308.015320,36608216
2020-06-17,316.500000,317.000000,313.500000,315.000000,308.015320,34522968
2020-06-18,314.500000,315.000000,313.000000,314.500000,309.986633,29044474
2020-06-19,314.000000,314.500000,312.000000,314.500000,309.986633,48130280
2020-06-22,314.500000,316.500000,312.000000,312.000000,307.522522,37374616
2020-06-23,316.000000,316.500000,312.500000,315.000000,310.479462,41300084
2020-06-24,319.000000,320.000000,316.000000,317.500000,312.943573,54147024
2020-06-29,314.000000,315.000000,310.000000,312.000000,307.522522,56580892
2020-06-30,313.500000,314.000000,311.000000,313.000000,308.508148,48991860
2020-07-01,315.000000,318.000000,314.000000,317.500000,312.943573,29532342
2020-07-02,319.000000,322.000000,318.000000,322.000000,317.378967,34526178
2020-07-03,327.000000,330.500000,326.500000,329.500000,324.771362,53341987
2020-07-06,332.500000,338.000000,332.000000,338.000000,333.149384,57256220
2020-07-07,343.500000,346.000000,338.000000,338.500000,333.642181,59046323
2020-07-08,337.500000,342.500000,337.500000,341.000000,336.106323,30720218
2020-07-09,346.000000,347.000000,343.000000,345.000000,340.048920,35522376
2020-07-10,352.500000,353.000000,345.500000,348.500000,343.498688,60902108
2020-07-13,351.000000,354.500000,350.500000,354.500000,349.412567,48069523
2020-07-14,355.000000,364.000000,354.500000,363.500000,358.283417,61764150
2020-07-15,366.000000,370.000000,361.000000,363.000000,357.790588,73438362
2020-07-16,359.000000,361.000000,353.500000,357.500000,352.369507,68220512
2020-07-17,361.000000,369.000000,360.000000,367.000000,361.733185,65727485
2020-07-20,370.000000,370.000000,362.500000,366.000000,360.747559,42769238
2020-07-21,372.500000,387.000000,371.500000,383.000000,377.503571,64219128
2020-07-22,381.000000,386.000000,379.000000,384.000000,378.489258,43759670
2020-07-23,382.000000,383.000000,379.000000,381.500000,376.025116,45209282
2020-07-24,390.000000,395.000000,382.000000,386.000000,380.460510,86682734
2020-07-27,420.500000,424.500000,416.500000,424.500000,418.408020,99333798
2020-07-28,464.000000,466.500000,428.500000,435.000000,428.757324,166307746
2020-07-29,428.000000,431.500000,419.500000,422.000000,415.943878,85663166
2020-07-30,436.500000,441.000000,428.500000,434.000000,427.771698,69293949
2020-07-31,426.000000,432.000000,425.500000,425.500000,419.393677,49897674
2020-08-03,420.500000,424.000000,415.000000,416.000000,410.029968,76429571
2020-08-04,421.500000,425.500000,418.500000,425.500000,419.393677,41223445
2020-08-05,430.500000,433.500000,426.000000,429.000000,422.843445,47223834
2020-08-06,437.500000,438.000000,431.000000,435.000000,428.757324,41029627
2020-08-07,433.500000,434.000000,428.000000,433.000000,426.786041,36589460
2020-08-10,427.500000,437.500000,427.500000,435.500000,429.250153,36067500
2020-08-11,432.000000,435.000000,429.000000,429.000000,422.843445,34545313
2020-08-12,422.000000,423.500000,419.000000,419.000000,412.986938,52143474
2020-08-13,428.000000,429.000000,424.500000,429.000000,422.843445,44352335
2020-08-14,424.000000,428.000000,423.000000,427.000000,420.872131,23419955
2020-08-17,427.000000,435.000000,425.500000,435.000000,428.757324,34137731
2020-08-18,440.000000,440.500000,432.000000,433.000000,426.786041,41643160
2020-08-19,436.000000,436.500000,427.500000,427.500000,421.364960,31486800
2020-08-20,427.000000,427.500000,401.000000,415.000000,409.044373,75097235
2020-08-21,421.500000,427.000000,420.000000,424.500000,418.408020,41609467
2020-08-24,427.500000,434.500000,425.000000,428.000000,421.857788,48375406
2020-08-25,433.500000,436.000000,430.500000,434.500000,428.264526,35977899
2020-08-26,435.500000,442.000000,435.000000,442.000000,435.656860,39243340
2020-08-27,448.000000,453.500000,444.000000,444.000000,437.628174,53072712
2020-08-28,440.000000,440.500000,431.000000,435.000000,428.757324,56842210
2020-08-31,437.000000,439.500000,426.500000,426.500000,420.379303,81480538
2020-09-01,430.000000,435.000000,428.000000,435.000000,428.757324,37429577
2020-09-02,441.000000,441.000000,430.500000,433.000000,426.786041,34871407
2020-09-03,439.500000,439.500000,433.500000,436.000000,429.743011,34951617
2020-09-04,427.000000,432.500000,427.000000,429.000000,422.843445,46119911
2020-09-07,428.000000,432.500000,425.000000,426.000000,419.886505,32019312
2020-09-08,428.000000,433.000000,427.500000,431.000000,424.814728,23714670
2020-09-09,425.000000,428.000000,423.000000,427.000000,420.872131,40551362
2020-09-10,432.500000,435.000000,430.500000,435.000000,428.757324,35098921
2020-09-11,435.500000,436.500000,432.500000,436.500000,430.235809,34298469
2020-09-14,436.000000,442.000000,435.500000,441.000000,434.671234,39085833
2020-09-15,440.500000,447.000000,439.500000,445.000000,438.613831,39061449
2020-09-16,460.000000,462.000000,455.500000,458.000000,451.427246,64261238
2020-09-17,453.000000,455.000000,446.500000,448.500000,444.489868,42058506
2020-09-18,447.000000,449.500000,443.000000,444.000000,440.030090,52454922
2020-09-21,443.500000,450.000000,440.000000,440.000000,436.065857,39463920
2020-09-22,440.000000,441.000000,436.000000,437.000000,433.092682,36130639
2020-09-23,436.000000,438.500000,432.000000,433.500000,429.623993,45710963
2020-09-24,425.500000,429.000000,423.000000,423.000000,419.217865,79806381
2020-09-25,427.000000,428.000000,421.000000,424.000000,420.208923,38775269
2020-09-28,427.000000,431.500000,424.500000,431.500000,427.641876,34156973
2020-09-29,432.500000,435.000000,428.000000,431.000000,427.146332,32230502
2020-09-30,430.500000,435.000000,430.500000,433.000000,429.128448,27334204
2020-10-05,438.000000,438.000000,431.500000,432.500000,428.632904,32945832
2020-10-06,441.500000,442.000000,437.500000,439.500000,435.570343,35775395
2020-10-07,435.000000,445.000000,435.000000,443.000000,439.039032,42926239
2020-10-08,450.000000,454.000000,448.500000,453.000000,448.949646,60853811
2020-10-12,458.000000,462.000000,457.500000,460.000000,455.887024,64719223
2020-10-13,465.000000,465.000000,456.500000,462.000000,457.869141,45750738
2020-10-14,460.500000,461.000000,457.000000,459.000000,454.895996,40809241
2020-10-15,456.000000,456.500000,450.000000,453.000000,448.949646,47775028
2020-10-16,451.000000,456.000000,448.500000,449.000000,444.985382,46876801
2020-10-19,453.000000,457.500000,451.000000,457.500000,453.409393,34470906
2020-10-20,455.500000,457.000000,451.000000,451.000000,446.967499,25205638
2020-10-21,453.500000,456.000000,451.000000,453.000000,448.949646,28058921
2020-10-22,450.000000,455.000000,449.500000,455.000000,450.931732,23438547
2020-10-23,458.000000,458.000000,451.500000,452.000000,447.958557,18777385
2020-10-26,455.000000,455.000000,450.000000,450.000000,445.976471,15059581
2020-10-27,447.500000,448.500000,445.500000,447.000000,443.003296,20117660
2020-10-28,445.000000,447.000000,443.000000,444.000000,440.030090,24710230
2020-10-29,436.500000,439.500000,435.500000,437.000000,433.092682,41285612
2020-10-30,437.000000,437.000000,432.000000,432.000000,428.137390,47668895
2020-11-02,433.000000,435.500000,428.000000,435.500000,431.606079,33477443
2020-11-03,439.500000,443.000000,438.000000,441.000000,437.056915,30328495
2020-11-04,444.500000,451.500000,443.000000,450.000000,445.976471,37512790
2020-11-05,451.500000,451.500000,445.500000,451.000000,446.967499,34886108
2020-11-06,455.000000,455.500000,450.000000,452.500000,448.454102,30154140
2020-11-09,458.000000,460.000000,454.000000,458.500000,454.400452,39245881
2020-11-10,452.000000,454.500000,448.500000,451.000000,446.967499,34820499
2020-11-11,448.500000,457.000000,448.500000,457.000000,452.913849,36765561
2020-11-12,463.000000,463.500000,457.500000,458.000000,453.904907,40100880
2020-11-13,459.000000,462.000000,456.500000,462.000000,457.869141,31037438
2020-11-16,470.000000,484.500000,469.000000,484.000000,479.672455,81994937
2020-11-17,502.000000,506.000000,485.500000,485.500000,481.159027,72413868
2020-11-18,490.000000,497.000000,486.500000,497.000000,492.556213,50387727
2020-11-19,499.000000,499.000000,490.000000,490.000000,485.618805,44220053
2020-11-20,486.000000,490.000000,486.000000,488.000000,483.636658,32281453
2020-11-23,494.500000,498.500000,492.000000,496.500000,492.060669,38084006
2020-11-24,499.500000,500.000000,491.500000,492.000000,487.600922,35479226
2020-11-25,495.000000,495.500000,487.000000,487.000000,482.645630,41419632
2020-11-26,489.000000,493.500000,488.000000,489.000000,484.627747,28893033
2020-11-27,487.500000,492.000000,486.500000,489.000000,484.627747,32960189
2020-11-30,493.000000,493.500000,480.500000,480.500000,476.203766,119895176
2020-12-01,489.500000,490.000000,483.500000,490.000000,485.618805,37018651
2020-12-02,499.500000,500.000000,493.500000,499.000000,494.538330,50621339
2020-12-03,499.500000,499.500000,495.000000,497.000000,492.556213,35651379
2020-12-04,498.500000,505.000000,497.500000,503.000000,498.502563,51172005
2020-12-07,512.000000,515.000000,506.000000,514.000000,509.404205,44271244
2020-12-08,514.000000,525.000000,509.000000,524.000000,519.314819,40771761
2020-12-09,521.000000,524.000000,520.000000,520.000000,515.350586,43314115
2020-12-10,511.000000,515.000000,510.000000,512.000000,507.422089,42556926
2020-12-11,517.000000,517.000000,505.000000,516.000000,511.386322,45660960
2020-12-14,512.000000,513.000000,508.000000,508.000000,503.457855,30260485
2020-12-15,507.000000,510.000000,504.000000,504.000000,499.493622,39852366
2020-12-16,509.000000,515.000000,507.000000,512.000000,507.422089,52012348
2020-12-17,515.000000,515.000000,508.000000,508.000000,505.928223,38215179
2020-12-18,508.000000,512.000000,507.000000,510.000000,507.920044,39924864
2020-12-21,512.000000,517.000000,508.000000,516.000000,513.895569,34813281
2020-12-22,512.000000,516.000000,509.000000,509.000000,506.924133,22454277
2020-12-23,508.000000,511.000000,506.000000,509.000000,506.924133,18086715
2020-12-24,511.000000,512.000000,508.000000,510.000000,507.920044,14950143
2020-12-25,514.000000,515.000000,510.000000,511.000000,508.915985,12327895
2020-12-28,512.000000,515.000000,509.000000,515.000000,512.899658,19087382
2020-12-29,515.000000,517.000000,513.000000,515.000000,512.899658,19907528
2020-12-30,516.000000,525.000000,514.000000,525.000000,522.858887,46292401
2020-12-31,526.000000,530.000000,524.000000,530.000000,527.838501,29970398
2021-01-04,530.000000,540.000000,528.000000,536.000000,533.814026,38770328
2021-01-05,536.000000,542.000000,535.000000,542.000000,539.789551,34411866
2021-01-06,555.000000,555.000000,541.000000,549.000000,546.760986,53030554
2021-01-07,554.000000,570.000000,553.000000,565.000000,562.695740,51166782
2021-01-08,580.000000,580.000000,571.000000,580.000000,577.634583,59563555
2021-01-11,577.000000,584.000000,574.000000,584.000000,581.618286,48810990
2021-01-12,583.000000,597.000000,582.000000,591.000000,588.589722,50232426
2021-01-13,595.000000,605.000000,593.000000,605.000000,602.532593,62662393
2021-01-14,587.000000,597.000000,587.000000,592.000000,589.585632,75288477
2021-01-15,621.000000,625.000000,601.000000,601.000000,598.548950,92010500
2021-01-18,608.000000,608.000000,594.000000,607.000000,604.524475,45726476
2021-01-19,618.000000,632.000000,613.000000,627.000000,624.442871,50672866
2021-01-20,633.000000,650.000000,631.000000,647.000000,644.361328,82066422
2021-01-21,640.000000,679.000000,640.000000,673.000000,670.255310,89019137
2021-01-22,649.000000,665.000000,649.000000,649.000000,646.353149,125179403
2021-01-25,642.000000,646.000000,626.000000,633.000000,630.418396,93050133
2021-01-26,632.000000,640.000000,610.000000,617.000000,614.483643,100153482
2021-01-27,618.000000,625.000000,611.000000,615.000000,612.491821,59985191
2021-01-28,600.000000,608.000000,598.000000,601.000000,598.548950,96447533
2021-01-29,619.000000,619.000000,591.000000,591.000000,588.589722,90745237
2021-02-01,595.000000,612.000000,587.000000,611.000000,608.508118,67462398
2021-02-02,629.000000,638.000000,622.000000,632.000000,629.422485,78429188
2021-02-03,638.000000,642.000000,630.000000,630.000000,627.430664,48738970
2021-02-04,626.000000,632.000000,620.000000,627.000000,624.442871,46371900
2021-02-05,638.000000,641.000000,631.000000,632.000000,629.422485,53267273
2021-02-17,663.000000,668.000000,660.000000,663.000000,660.296082,107614290
2021-02-18,664.000000,665.000000,656.000000,660.000000,657.308289,53109010
2021-02-19,656.000000,657.000000,647.000000,652.000000,649.340942,50279585
2021-02-22,660.000000,662.000000,650.000000,650.000000,647.349060,36474610
2021-02-23,641.000000,643.000000,633.000000,641.000000,638.385803,50076333
2021-02-24,627.000000,636.000000,625.000000,625.000000,622.451050,66206750
2021-02-25,636.000000,636.000000,628.000000,635.000000,632.410278,43231417
2021-02-26,611.000000,618.000000,606.000000,606.000000,603.528503,111861175
2021-03-02,621.000000,622.000000,609.000000,609.000000,606.516296,54041533
2021-03-03,609.000000,622.000000,601.000000,622.000000,619.463257,48252965
2021-03-04,609.000000,611.000000,601.000000,601.000000,598.548950,67711962
2021-03-05,588.000000,605.000000,584.000000,601.000000,598.548950,79918467
2021-03-08,608.000000,610.000000,598.000000,598.000000,595.561157,43219772
2021-03-09,585.000000,595.000000,585.000000,595.000000,592.573364,68768861
2021-03-10,601.000000,601.000000,593.000000,597.000000,594.565247,40146301
2021-03-11,596.000000,612.000000,595.000000,609.000000,606.516296,54416046
2021-03-12,615.000000,618.000000,609.000000,614.000000,611.495911,33168846
2021-03-15,614.000000,614.000000,609.000000,611.000000,608.508118,27416758
2021-03-16,610.000000,613.000000,607.000000,613.000000,610.500000,36949425
2021-03-17,612.000000,612.000000,602.000000,604.000000,604.000000,39517807
2021-03-18,606.000000,609.000000,602.000000,602.000000,602.000000,29415526
2021-03-19,594.000000,598.000000,591.000000,591.000000,591.000000,70866028
2021-03-22,588.000000,598.000000,586.000000,593.000000,593.000000,34089033
2021-03-23,597.000000,603.000000,596.000000,597.000000,597.000000,14293830
